Result,Sex,Age,OtherSpecies,id,name,lat,long,farm_type,County
0,H         ,26,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,H         ,25,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,9,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,8,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,40,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,48,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,H         ,8,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
0,H         ,8,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
0,H         ,8,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
0,H         ,36,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
1,H         ,48,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
1,H         ,72,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
1,H         ,60,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
0,H         ,48,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
1,H         ,84,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
1,H         ,96,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
0,H         ,48,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
0,M         ,6,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
0,H         ,6,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
1,H         ,24,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
0,H         ,60,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,72,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,M         ,60,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,72,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
0,M         ,24,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
0,H         ,12,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,108,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,60,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,36,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,M         ,60,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,24,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,36,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
0,M         ,6,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
0,M         ,6,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
0,H         ,6,0,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
0,H         ,8,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
0,M         ,36,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
0,M         ,12,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,60,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,M         ,90,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
0,H         ,15,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,120,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
0,H         ,24,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
0,M         ,42,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
0,M         ,8,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,72,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
0,H         ,36,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,48,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,72,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,48,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
0,H         ,48,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,48,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,36,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,24,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,48,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,9,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,36,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,48,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,144,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,60,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
0,H         ,6,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,72,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,60,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,60,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,M         ,92,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,17,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,48,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,7,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,48,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
0,M         ,6,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
0,M         ,6,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
0,H         ,6,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,48,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,12,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,36,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
0,H         ,38,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,24,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
0,H         ,24,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,48,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,12,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,36,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,12,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,M         ,14,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,24,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
0,H         ,12,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,40,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,36,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,19,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,15,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
0,H         ,30,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,18,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,30,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,7,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
0,H         ,24,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,42,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,84,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,30,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,30,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,24,0,6,Safari Iowa Hunting Farms,41.5685449,-92.0231746,GDU,Iowa
1,H         ,16,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,36,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,60,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,36,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,72,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,M         ,16,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,60,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,48,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,48,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,48,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,M         ,16,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,M         ,18,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,60,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,M         ,60,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,M         ,48,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,60,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,38,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,48,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,72,1,4,Hilltop Farms fresh produce,41.7165136,-93.9049066,sow farm,Dallas
1,H         ,18,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,36,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,36,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,7,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,20,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,18,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,M         ,7,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
0,M         ,7,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,48,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,48,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,M         ,7,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,70,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,36,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,24,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,48,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,M         ,9,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
0,M         ,8,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
0,H         ,12,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,9,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,M         ,72,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,72,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
0,M         ,8,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,M         ,12,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,M         ,8,0,16,Kruger Farms,42.4171026,-92.6907336,finisher,Grundy
1,H         ,120,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
0,M         ,6,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
0,H         ,18,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,36,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
0,M         ,8,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
0,H         ,36,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,66,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
0,H         ,11,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,36,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,24,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,48,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
0,H         ,12,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,36,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,96,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,96,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,60,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,48,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,36,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,48,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,50,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,84,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,36,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,84,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,48,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,48,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,60,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,56,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,60,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
0,H         ,60,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,36,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,40,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,66,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,90,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
0,H         ,36,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,60,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,60,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,96,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,96,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,48,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,54,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,72,0,10,Steve Robinson Farm Shop,41.966337,-91.1909873,nursery,Jones
1,H         ,36,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,7,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,36,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,H         ,6,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,H         ,26,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,15,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,11,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,8,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,H         ,10,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,H         ,11,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,18,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,10,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,30,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,20,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,40,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,39,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,H         ,30,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,H         ,30,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,32,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,M         ,42,1,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,34,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,23,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,18,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,24,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,M         ,22,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,48,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,32,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,7,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,8,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,M         ,12,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,17,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,M         ,8,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,7,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,6,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,12,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,47,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,17,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,18,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,18,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,M         ,17,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,46,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,43,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,32,1,12,Uncle Bill's Farm,41.7171297,-92.7377208,nursery,Poweshiek
1,H         ,24,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,23,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,24,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,24,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,23,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,24,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,40,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,84,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,92,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,M         ,10,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,23,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,22,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
0,H         ,10,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
0,H         ,10,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
0,M         ,11,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
0,H         ,10,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,89,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,36,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,61,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,74,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,36,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,63,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
0,M         ,10,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,16,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,15,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,14,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,15,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,15,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,16,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
0,H         ,20,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,21,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,10,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,60,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,75,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,72,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,58,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,84,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,62,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,48,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,96,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,65,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,60,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
0,H         ,10,0,26,Picket Fence Creamery,41.8296783,-93.9321841,sow farm,Dallas
1,H         ,60,0,17,US Farm Lease,41.6489342,-93.6241635,finisher,Polk
1,H         ,36,0,17,US Farm Lease,41.6489342,-93.6241635,finisher,Polk
1,M         ,18,0,17,US Farm Lease,41.6489342,-93.6241635,finisher,Polk
1,H         ,48,0,17,US Farm Lease,41.6489342,-93.6241635,finisher,Polk
1,H         ,18,0,17,US Farm Lease,41.6489342,-93.6241635,finisher,Polk
1,M         ,18,0,17,US Farm Lease,41.6489342,-93.6241635,finisher,Polk
1,H         ,6,0,17,US Farm Lease,41.6489342,-93.6241635,finisher,Polk
1,H         ,96,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,48,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,48,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,48,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,48,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,48,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,72,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,72,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,96,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,48,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
0,H         ,6,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,72,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,48,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,48,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,36,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,48,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,96,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,36,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,72,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,48,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,24,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,48,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,24,0,29,Johnson Farms Inc,43.4569006,-92.2801707,nursery,Howard
1,H         ,8,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
1,H         ,30,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
1,M         ,14,1,19,Kris Del Farms Corporation,41.620073,-90.648988,sow farm,Scott
